面积,人均收入,平均房龄,价格
170.8323884,69990.71015,5.525102029,1351064.483
122.0199683,48511.19522,6.209801816,188428.7292
175.6551539,73471.79391,4.347344291,1408394.935
141.9216654,77314.14805,6.365350234,591349.2621
160.6165656,70739.99508,3.434803827,1392247.543
229.7643074,103384.4289,4.366919933,1841569.004
169.8558373,77756.47056,4.519782455,1726721.223
154.0385281,61659.51695,4.648874464,1526301.48
214.8869384,68596.47394,4.180608763,1413749.753
137.7790312,66787.70115,4.241048043,902676.259
161.5629665,69922.77568,4.369219871,1061994.68
147.8539114,66359.31557,5.375452308,1074638.666
119.7459481,68656.58575,5.635576918,1205440.705
214.0181667,72673.3137,2.70457624,1884150.893
158.0109377,60357.44339,4.702942697,1414454.574
175.704096,61191.49374,4.038750038,1340001.71
207.5348371,77381.42676,5.849741259,991594.8179
198.6855488,75831.04768,5.547238264,1642810.249
80.34493331,47780.60377,6.542261934,406288.4863
136.9070199,64792.8073,5.616912532,1129811.778
162.037329,80967.94389,5.162266034,1331789.842
164.7610414,59519.32345,6.700944092,354160.503
255.5638205,63547.98732,5.025907177,1143046.591
166.1168524,64692.88949,4.417212325,850582.9136
201.4862634,61733.75557,4.165541233,1429648.448
241.9492835,55463.70783,5.70803613,1066197.637
104.8922699,62802.87503,5.816231174,586690.7983
169.2387224,68351.7385,4.407055368,858751.4223
183.5787392,80681.54244,4.304923906,1887360.433
150.7542716,83812.52572,3.680316562,1591299.181
175.1772851,60103.1682,6.057652004,1299566.581
157.714387,60833.07399,3.733900782,1675516.071
152.9083057,73850.83737,6.577089687,1418100.304
204.0001633,92953.85948,3.878129821,1911003.315
142.285538,72406.66211,3.940230074,1201265.806
239.4729633,65915.30931,4.628807846,1219495.392
185.0424429,66882.93961,6.901716189,1000164.878
264.6436871,77779.47285,4.153324752,2220180.133
232.9208662,72635.14454,3.579326356,1626863.364
78.96700327,46231.51864,6.86098648,462351.1242
138.5704093,66366.11167,5.473127175,927305.1779
134.0249117,74697.36472,6.478506375,1051703.675
179.7436055,73939.37125,4.597548717,1645467.256
138.7886702,53368.21344,3.096329801,1209308.261
147.4976317,78278.09597,5.328658595,1220855.071
135.8959511,62291.09479,3.14330025,1754625.505
161.1232294,79162.51714,5.918339026,1473624.081
239.9240199,71810.48051,7.568861585,1208608.819
162.9208862,63208.97793,6.49363397,468001.3562
194.0168898,60214.76533,3.551882363,1296642.799
196.7585472,66055.22632,4.726830453,1623833.586
202.975348,72034.13395,4.648387988,1290128.876
169.3475709,66954.52602,3.958042378,1214177.709
138.5775969,69380.25575,4.674273171,745223.1392
238.9159617,73874.79243,4.972380719,1664378.195
156.6893535,51532.12131,4.16607305,1322218.201
166.5034132,63682.16148,4.911879274,1116913.684
185.3482449,65099.82579,4.506213524,1369446.732
140.2205731,62354.0436,5.330591904,1002553.915
156.7238298,96906.26572,6.493850208,1617357.518
167.9923321,57987.23576,5.762695685,1402028.62
203.1321136,63210.40769,4.147478365,1527828.528
185.2789261,69632.86033,4.969409169,1302839.211
184.387113,78208.78824,5.181800289,1114822.59
194.9335356,53537.47788,5.354127744,884536.7834
211.0086666,72965.35506,4.539554135,1423264.088
142.8746986,81939.71039,6.64072343,1146750.674
203.1044645,69026.64106,4.904237696,1100136.305
106.8551894,54227.69611,5.876611576,784194.3846
189.9360356,56510.75793,5.152621354,1043841.69
202.726539,78670.70491,7.204714456,967342.2178
167.5585251,55369.55159,4.003496975,1131510.711
169.4169336,61028.51291,5.264952356,1356472.828
196.8961948,89091.31461,4.459441789,2020614.406
207.4980907,76246.65815,4.485249426,1340633.662
101.0917428,51724.14896,5.578496564,916301.5073
197.733508,77358.77777,3.640256047,1234298.734
226.7382073,70946.93132,6.133848719,1329891.449
160.0863402,79476.53054,4.269495855,1693868.868
224.0247475,72074.68824,4.30423972,1324403.086
116.9447122,59960.95477,3.486527204,985168.6125
162.585603,68333.77291,4.014226943,1636108.412
186.4558428,64626.67931,4.422985416,1275653.182
235.8295877,71724.85642,4.39996612,1348196.975
190.4936637,41983.06881,3.595835254,1041243.984
129.3055473,82004.88733,5.224324293,1443630.602
169.327114,81799.72604,5.106015033,1545057.928
111.8058052,58121.64405,6.726801574,646293.4496
123.4121188,53820.83643,6.012757688,877191.7827
153.1413185,86075.37212,4.750647185,1190840.164
192.8386842,65820.53311,4.608963237,1111350.356
197.6463988,61148.33088,4.250526183,1465465.674
179.5598669,65997.0065,3.602765391,1600365.55
158.1192741,69809.26518,4.060258556,1587004.06
174.3245185,49851.23817,4.202604079,1419735.382
135.5469445,80002.58679,4.696016804,1383623.71
137.8938971,62656.14216,6.335456649,709119.1415
101.5210873,80176.78791,6.936986392,870752.5063
125.9030622,67244.90691,5.727842834,1282920.974
188.3498013,53120.18155,4.811077312,652574.4492
176.4617493,68965.72275,5.620938921,1317551.477
164.1527561,53152.59348,3.85192819,1203351.547
132.5193518,57253.99638,5.934414558,537999.5376
150.9553696,62496.02833,4.658079723,1210607.948
216.335384,46668.91822,5.266147795,1067178.822
198.0231035,59074.88717,3.464668763,1294119.18
188.5003298,65519.45784,4.375287834,993009.6821
231.9864183,67029.8454,5.891062787,743595.8421
148.1871138,76134.17876,5.797442756,1097967.427
145.9974942,63312.76219,6.137704935,723145.4122
225.7828195,57715.40353,3.824810786,1522368.898
153.303808,59870.41395,3.998448468,765613.4999
201.5722042,63862.26889,4.599230403,1304262.185
163.1759372,72952.9735,5.638497169,877922.7796
204.8767854,88549.48708,3.174501482,1471367.159
194.6559997,66929.90917,5.629255534,1384427.604
140.1581088,67126.64044,4.96652357,909904.1056
145.3514461,75165.59855,4.46310088,1439556.459
177.8712776,53791.62589,4.309488033,680310.6256
143.5513353,47861.16601,4.249413485,1409103.258
133.1790137,73465.3578,5.823606063,1208299.362
151.8592795,57782.08951,4.90086521,1112894.492
154.6335886,92702.44232,6.278808905,1457505.018
219.0560539,79060.85665,5.405522365,1657467.018
141.4147991,51139.41771,4.680421265,871709.9316
136.2118847,40351.62914,4.117082325,844050.3681
157.7888716,86693.09471,5.858315113,1343633.415
173.1423019,61290.16364,4.84539823,1181839.865
175.6022942,57779.59404,4.287098975,877591.8021
170.1096271,65221.60921,4.37702846,1539269.198
204.5755123,71983.58026,5.16459774,866447.5187
274.0205656,77433.46786,5.23365055,1420158.956
145.8710851,53155.19341,5.317582183,785600.4784
222.1080119,60556.6938,3.220574871,1627901.32
185.8596798,57830.35178,4.307346661,849349.8597
178.1579935,76121.11423,5.456318169,1697042.776
159.9654346,54795.0392,2.789950551,849449.3314
212.222157,48183.69859,7.324865945,659505.789
198.6451199,79667.09735,7.028901616,1391934.197
125.6520573,66835.23958,5.754131469,1586999.448
230.8311132,94696.28395,5.753651928,1609009.042
198.4290147,82858.50614,4.181189347,1487226.715
140.1528297,56761.58838,4.547058438,869536.1965
156.8541659,73475.09504,4.370673841,1498071.834
164.5837672,55158.0401,5.001486714,1129441.115
200.0389604,66094.56492,4.018197036,1379219.158
193.5208796,64644.62027,6.165160332,1108563.765
118.8471748,63585.60467,5.388513302,735917.2926
137.8575403,75625.7814,4.897125268,678431.6562
250.03642,77942.06718,6.079073001,1363135.437
216.1069045,63986.84773,4.557797487,1670195.493
212.5437602,57817.89005,4.085903768,1260430.174
153.8381769,53942.50708,3.782754672,731301.5218
181.7227253,92127.97494,6.257711784,1618263.166
147.6488715,78763.47096,3.571746149,1580820.938
137.8533001,68467.50023,5.249520531,1170339.292
149.9808451,81936.7924,5.804427511,1042809.258
202.8493247,59471.651,5.506676397,1086233.005
188.4772607,77616.42506,4.701524719,1162475.499
107.004148,58656.73149,5.5493863,899312.8517
207.4115908,63965.56844,5.140722573,1306032.041
194.1756335,48964.54308,5.170723485,984928.5104
172.1876754,69836.16614,5.412364563,1263779.04
166.8076617,77789.52769,5.055161969,1275174.741
188.3285147,57241.92234,5.599290047,1008809.784
177.9227707,62211.52747,5.540665293,827199.1574
270.9445356,66271.01404,4.60155688,1320700.352
184.8460743,97510.09246,4.486463848,2322588.434
206.975359,63854.49984,4.698091644,1458332.436
174.1466101,65094.34531,5.002618187,584136.8172
164.1385223,66620.26061,5.066730434,1424719.532
207.2459983,62027.53791,3.761522866,1144085.807
182.1925639,60546.99744,5.807324276,789428.2148
162.0850386,49757.71414,6.202056805,651240.6612
210.1445221,38462.21818,5.610055838,159599.008
199.8231154,57157.03993,3.850332129,1322166.159
206.4458929,61797.54364,6.149732541,573087.1659
239.0117402,59916.82304,4.843726549,1288344.693
179.0018462,70043.15895,4.517232141,1716833.643
169.8160765,98283.44047,7.0673179,1412832.711
129.4029674,57509.30284,6.161936083,283186.5158
145.4206208,66417.72837,2.906551515,1450200.07
134.7567132,67905.69037,4.103629715,1286521.379
160.2821478,60602.49303,6.84464895,766142.8326
155.0315899,73183.79675,4.076581609,1313180.874
158.038716,59987.8954,3.992103247,984575.4945
179.1899051,61740.59862,4.099397453,1142399.952
141.1386786,58695.572,5.370927538,708922.7134
158.823072,54775.35888,2.881771894,1145573.061
181.6849441,91229.10401,5.36346471,1421755.903
141.6230807,60527.115,6.547564162,759774.3581
171.7588541,71271.7889,3.928060856,1605786.099
124.0131977,66899.76863,3.741984423,962363.2901
144.0014986,54219.2688,6.417186205,945757.9472
195.4180327,74263.24823,4.107940639,2000056.456
173.0556989,75274.86285,4.516787411,1587352.903
161.7498116,77209.0532,4.249823529,1397899.301
141.2148082,62786.71016,4.763832638,1414373.367
158.5886931,75418.25945,4.091148563,1472247.645
191.3619856,64163.86746,7.537860319,633756.1351
155.4500947,55910.82427,6.241887129,922724.2763
182.9783021,78686.04936,4.656831601,1522960.083
143.1636669,63438.43444,5.888241503,1009860.871
175.4932303,59419.68303,3.046938646,1586046.741
123.3759252,61495.91041,6.935306973,683592.9161
135.3064002,57746.18245,6.05335531,513898.9839
154.7902928,82647.96944,6.608091723,849286.3719
184.7185718,57263.24789,7.259231373,1007219.661
154.0807486,73069.34577,4.864030517,1792897.358
163.4779833,70588.71771,6.39562325,680557.9531
153.6973493,49382.50113,4.891943376,724624.8312
179.8904853,88184.08656,4.298004804,1444828.213
221.5273954,79350.1744,4.496845046,1555552.315
191.7753344,60213.2487,4.323757925,930258.8209
206.9116834,87411.79952,5.647170604,1377668.784
181.9058147,59515.81111,4.705735674,836624.3054
187.872334,72190.51333,3.702180431,1144680.151
140.0063812,56206.15089,4.165315863,1349488.525
147.1021129,53677.77466,4.722709115,1174208.901
181.4095278,63717.59486,4.479613008,1304829.676
144.6855278,66339.23286,5.090397633,1161925.023
161.0828869,81167.86558,4.849091903,1400514.089
170.6677712,81593.09648,4.274588232,988465.7027
206.1742516,66396.30469,5.054079735,1134480.898
172.9559513,72084.25074,4.379849836,1416276.966
208.5560677,69673.25349,3.251329259,860059.2536
112.8744975,67073.97261,5.164939327,976802.6905
213.2609492,53892.88139,3.41767787,1365088.251
149.082285,60495.0298,5.624683818,1061804.523
193.3895114,70006.33494,5.78965045,1153477.072
196.7996721,81048.89774,4.528284165,1587611.093
187.7406461,61242.48853,5.247066249,1071243.061
215.2902156,72934.12859,3.859464413,1522096.423
245.2783857,80921.62106,5.054098591,1475584.509
165.5879313,68231.86919,4.588240812,988015.7653
160.8160112,76895.60447,5.728994289,710313.8851
196.0858972,68808.84306,4.875684885,1246379.361
200.27364,54898.2499,5.877997926,993612.0733
203.3386303,62360.29759,5.804781594,926375.4273
196.5422255,61539.76907,2.98721773,1494171.592
259.5767084,79600.19677,4.548261102,1473029.905
256.4977455,79334.66626,4.589999552,1482031.942
198.1943474,54176.69213,4.598730511,1073451.712
123.4128671,84930.70301,5.706089183,1033554.992
141.4805208,59897.38689,5.844697074,1029949.791
250.3881276,68750.34567,3.625385375,1879190.999
206.3286762,79704.48342,3.98890269,1700762.033
167.5126977,55171.14484,4.963536189,1070267.713
177.2859449,72347.63484,5.814189043,1268323.432
187.2850103,82610.49104,6.06946955,1057602.243
127.6552903,72868.243,5.904440239,902142.9696
149.1162716,69264.02205,3.524153033,1389483.111
160.4186775,79778.18652,5.026414322,1170625.271
178.5409607,64793.50649,5.756957525,1159614.829
234.5094732,80699.04578,3.065434671,1717995.357
223.7939626,51422.66542,3.72795838,1429332.024
231.4766244,78165.37339,4.362273042,1763425.088
169.8610653,91287.74225,4.071668595,1281082.386
144.6596666,53855.39591,6.164676044,791165.3567
162.7444992,61525.15884,4.341773084,664488.5264
166.3764065,70165.74921,5.694078671,960914.4051
176.0722065,77269.29411,4.085681099,1503579.45
214.0568558,75603.57966,4.60281838,1383309.33
161.6884614,92630.17598,3.955956727,1830740.199
114.8878015,72254.8519,5.135377544,1848432.722
167.2740607,53042.34816,4.713527783,1123306.507
244.2354836,92843.03615,3.002050838,2380098.843
260.4754646,57362.68015,4.554584797,1559135.807
163.7808618,77615.83313,7.03946232,1102456.441
207.0956652,50266.49963,4.484016868,837675.129
145.8858212,66045.44011,5.434346901,1062678.675
148.9542699,73558.13463,5.305457791,1245129.269
225.1598987,63858.77763,4.40652912,1538550.619
170.8287245,78455.43979,5.324258811,1112544.089
182.397411,79046.74082,2.296633983,1514436.349
159.1834304,61429.6632,4.559143045,1138707.601
139.5228984,69490.45175,4.974151197,1160618.216
181.0629522,65294.61431,6.003571939,799291.4417
150.6740482,53756.36868,5.367126586,814469.6385
148.2767115,71619.73775,7.137417019,1173493.918
193.5565753,70138.42659,3.994956883,1035853.11
241.2504577,71403.47906,4.363754409,1488816.89
204.7799148,72430.05939,3.056798078,1243072.893
153.0185061,66357.01224,5.748140705,1129850.417
229.9957958,69307.30121,4.43312476,1458882.801
140.912358,63614.01483,4.473468104,1087492.533
146.9669787,54123.98959,5.629850455,920912.421
173.4544635,73481.92581,5.539041481,1323487.109
213.7311241,78176.66671,4.858633979,1247141.673
157.9165581,71827.93145,5.552119003,1316461.833
102.5175426,51521.3688,5.697384343,1035311.104
136.4443005,90095.77589,6.61742371,1576192.739
184.2027419,63871.50148,5.162068922,1374730.224
152.1117758,66176.6171,5.458582895,854006.4668
199.3015597,88448.87049,5.159724755,1430853.888
150.0389318,62725.62241,4.024487952,1451966.06
161.0536268,68197.68885,4.361898032,1343343.044
172.2287713,76808.38237,4.32495401,1492001.83
176.9234429,77679.47922,4.448787065,1456219.109
183.5009148,90609.42549,3.34660276,1512782.393
182.4098102,80543.62795,5.427513363,1744820.007
186.7365534,57543.08218,4.756496853,1068909.505
188.039855,71158.10849,4.99241199,1305003.504
141.4637109,52150.34027,6.075479263,773860.173
236.7050145,81201.23538,4.507880184,1776882.646
195.5911766,71734.4665,4.144856583,1447281.462
194.0225256,75830.19049,6.541658737,1227494.856
157.8447589,69952.31413,5.45064948,1344866.768
150.0181346,74827.64761,5.354675161,1093515.432
148.4670396,58620.34994,5.986947263,946217.342
230.1979691,67092.7779,5.396377342,1463908.3
152.9291538,65186.91749,5.268914286,971446.3155
156.4046506,70760.45224,7.906412141,862676.2144
209.107447,66052.0281,4.484346702,1587469.677
221.7808215,81040.80718,5.916637783,1426647.815
153.2057299,75520.5816,4.12714021,1807529.165
157.0972909,59751.78985,4.565489713,1125707.716
209.4785847,59667.12761,6.250630003,1120304.361
145.2521135,53143.88137,5.086019506,1192621.412
175.6515007,72803.4687,5.526820511,1773945.457
272.1764673,61552.60602,4.921874197,1303326.279
151.8276792,70051.78241,3.649346921,1282661.868
123.8413606,36098.46553,5.639995103,655966.0729
140.7236798,72306.19019,5.790856807,720407.4819
131.1661324,61079.11246,4.870377566,937850.833
127.1586287,69161.06701,5.304042591,1163693.726
126.7057577,66847.53957,4.245789398,1443726.291
227.5332705,67075.63958,4.474233322,1204268.696
184.5567941,91531.69907,4.328199209,2205414.271
182.8041486,78784.26789,5.841741523,1216551.151
155.3084971,80770.32588,5.377929569,1466616.735
261.4914535,66476.00627,3.954839726,1602131.429
125.6599997,55688.72143,4.912290259,829159.1427
199.315192,89092.63325,5.505986243,1223918.732
158.532264,70057.33298,5.903503903,1237698.179
136.2337757,54678.75217,6.266809885,1151209.375
179.3103597,48154.54621,3.506394011,1370173.644
187.0487997,63330.29788,3.289573572,1867824.764
135.703144,80080.16362,6.540967136,1218595.213
182.2399302,91256.30808,5.346185539,2078590.759
178.5995744,70582.10758,4.337157009,1404554.036
210.6603021,65382.2064,5.009986834,1628429.523
150.4182903,67377.45972,5.254254637,1305338.478
174.3835452,52064.81112,3.754418962,1026586.091
190.131046,61349.61403,5.83966887,1558596.658
197.6344475,78471.16724,5.218928384,1178948.365
214.3204529,85641.53372,7.018168943,760233.6353
153.6946427,80247.24961,4.509395979,1696759.761
131.9262832,44049.14971,5.998370952,272453.7913
170.0878835,74118.10361,7.400970693,914429.4865
173.701908,66689.86198,6.755943571,1159066.303
233.7393933,73111.18637,5.434646341,1544428.632
225.2191886,79311.99232,4.035332791,1443002.604
162.0942726,75349.10082,5.02752992,1237454.485
179.7746121,64632.60343,3.710258094,1729113.419
169.4052569,49522.30329,5.625419843,538630.3213
167.0569881,86895.92508,6.237315909,1558439.244
194.7840703,86166.98002,5.809475727,1466562.747
200.9613593,65913.30044,6.807326544,1040557.141
185.0041754,66732.63765,3.218683513,1271778.947
153.0352453,74317.54732,3.248815959,1464415.168
222.1038983,63733.80491,3.434048097,1572475.899
198.937611,64041.71636,4.513408362,1686002.437
194.2907066,85962.7516,5.847105075,1665942.306
163.4421879,65526.05965,5.522035903,1252683.57
175.4999993,68930.57607,4.959317207,1083341.065
164.3939157,66507.03766,5.151219247,990441.813
183.41551,59481.98208,4.873418085,1302221.83
269.2940359,66526.8018,4.579403943,1289363.365
187.479898,76771.98565,4.335519524,1324475.217
166.9835693,62546.8048,3.667414481,1237077.739
176.1427912,85726.31067,4.996272808,1294199.193
208.7251019,74502.65303,4.851244304,1480850.894
198.271609,52744.8144,3.902225509,1120194.711
210.0438557,78362.50924,5.525115442,1291984.459
162.9926163,67854.28031,5.828920712,1149223.489
314.881737,93609.55125,3.522882847,2523158.122
218.7275858,55267.22747,4.271489275,1170161.838
134.8020743,63422.24506,4.24797414,1144014.789
166.5837053,74057.74241,3.874696119,1326144.826
260.9069305,62250.85662,3.633321919,1309750.167
161.0820987,92178.87323,6.444030829,1099750.42
156.3669746,59057.55323,3.411790571,1533296.652
250.2839085,68255.67393,4.78993251,1757437.665
197.5826476,53534.61181,3.444875748,1332899.202
227.6632974,71527.80275,4.513864881,1121302.899
162.2524075,71445.57124,6.684700226,1061012.168
216.4499708,82082.28245,7.071255926,1278963.822
203.6830923,65503.51002,4.973617434,1264187.323
173.9040007,63193.14763,4.521256842,1110339.166
179.2055468,68808.89521,7.621534969,854437.0911
182.1340215,54413.99021,5.269814672,1280100.516
143.2483436,94460.66487,2.825561884,1683596.048
168.9056194,71407.58015,3.89319683,1457429.107
171.6264732,77086.98196,6.376485592,902699.2584
150.5822475,67034.83037,3.882144487,912940.5713
139.624955,55056.86626,6.22710125,1315496.531
198.2334162,78275.44474,4.307398928,1950163.824
222.9417806,81617.28873,3.133009721,1830273.014
199.1219766,65038.98994,4.847617184,1436864.032
175.9224511,79181.48782,5.262104664,1170603.389
174.0026339,58157.79119,6.497778233,1009753.476
144.5211721,69721.35435,3.876382439,1541463.813
158.3446254,80536.34702,7.369008947,892258.0731
128.4424769,63667.61783,6.042153824,612417.5111
162.0575015,73502.50321,5.090889245,1093664.44
120.0819195,69079.69785,7.112887674,1132456.334
75.58485304,68256.84056,3.673105433,1342736.582
129.5974543,82165.00572,4.679764116,1236780.326
195.4750219,83483.10242,2.923377903,2157862.175
188.7014555,55250.38703,4.219501276,1129414
136.998277,81450.46235,4.54383608,1604254.326
238.5221356,64688.02569,5.357910391,1070270.641
214.491552,85731.14975,3.953970983,1517336.894
214.1831212,82003.07908,5.022484822,1652024.264
209.2908483,73175.22885,3.950657746,1338605.668
201.1900477,64684.23008,5.570460633,1306554.061
143.7299192,60280.01633,5.185075729,952461.0223
190.5214054,52501.18058,4.824731499,1025629.359
163.7636535,78711.94557,3.922235205,1538952.606
167.7656286,73943.67605,6.312220392,738557.1184
124.0921927,65524.32244,5.772907899,813977.6379
136.8143584,65378.01838,5.950631998,1387389.017
148.6149222,76283.86889,6.946071609,985141.1967
227.3609308,63124.72694,5.535772454,1073326.075
165.0151613,59949.27489,4.526693254,1198529.788
242.3612025,66520.85665,4.545562226,1460131.554
232.9590901,74681.5617,5.834094317,1525721.133
149.2430458,88962.74214,4.296974902,1632421.166
195.0534814,56566.41343,4.850880979,1285597.943
166.894678,60073.25321,4.44206589,1079582.922
197.9458703,58064.43393,4.233165132,1033705.267
183.5223989,73090.23474,7.273166033,1118868.778
183.193247,77830.22065,3.437486655,1436769.293
150.9413395,52502.55562,5.238137266,852793.5266
217.0615181,79823.07979,3.769045096,1361797.72
233.6584711,68945.46174,6.089169976,1302368.485
206.2704364,62914.61981,2.981321574,1391214.347
169.4456547,68300.01498,4.392063841,1325742.869
227.1986248,81999.74358,5.237178955,1690961.1
141.459001,51258.44265,4.167833643,532432.1017
188.1241961,66723.26447,3.62241988,1661003.865
154.1718189,64730.03644,5.052801661,922499.1375
171.1885035,77698.37394,4.677147602,1676958.592
152.4264701,72080.65703,5.778788902,1329393.439
166.9786754,65354.56252,4.871547785,1086441.536
180.685725,74484.06085,6.211593225,1786429.48
284.7234359,77332.37648,4.579170241,1472959.478
184.4570335,73529.32229,4.541495495,1786320.421
158.9871176,78268.06623,7.540586606,1227977.167
180.9550416,73241.34904,5.600003476,1092368.497
172.3024232,78032.2607,4.326685154,1309439.992
156.1104392,73357.84629,5.831511303,1222064.111
173.248804,82244.52888,5.665565614,1501278.813
179.3080009,51906.69403,5.346740676,834083.0585
202.5727028,63592.20773,4.579374395,1021292.929
202.2704179,73771.46539,5.655014528,1014560.896
173.7097847,74688.1421,5.050894136,1458228.874
193.8909216,78558.74194,7.429000587,1190779.098
233.9600265,83578.14852,4.876504201,1246981.558
149.661742,64317.21399,4.957220722,1162362.611
147.0499401,61510.95331,4.2068513,1658946.619
177.8468273,81640.74437,6.834798045,1460385.597
184.2302645,60732.94493,3.928040147,1041763.593
138.0518702,75178.91759,5.559742439,1266733.48
199.9307245,79530.90241,5.489203762,1602347.756
147.5528387,76159.08634,4.207847248,1134682.681
189.5841728,98463.72301,3.532106125,1917413.617
159.3465016,51798.49736,4.973623253,807694.8382
160.7766432,95055.39714,5.148251853,2058596.716
130.9011862,74558.69615,4.740368663,1290601.843
230.6083469,73892.90065,6.446430743,1205121.031
161.4921232,63004.1706,5.43016789,1215791.668
206.3112505,82365.75097,4.478232081,1718179.271
144.0408642,56361.83273,5.460221345,951963.4599
197.8477234,70257.29775,5.459290165,1536336.582
231.3273853,75797.27231,4.791781674,1100523.874
117.7119377,53096.21385,4.934491394,781555.5509
154.1869168,85716.22488,3.521349108,2035934.204
270.3198113,45763.94453,2.89462629,1438652.736
173.9480223,70328.75919,5.377490703,1328126.615
122.366591,59243.05483,5.182376975,846315.5336
231.4366796,85950.04071,4.835006293,1884560.409
188.7274683,65059.78448,4.450617072,1609503.315
172.1383892,81167.87848,4.288565549,1737172.451
219.8762202,79420.59035,4.162372035,1685850.833
162.609105,60359.32502,2.828649874,973266.646
168.1798911,71423.71392,5.332803306,986866.117
182.7631584,68146.94516,4.762121068,1044000.622
180.7229444,53381.14451,6.15013474,758738.857
217.0159162,65732.87395,3.859645419,1017694.043
175.150647,55511.35908,3.754373421,1265411.625
221.1644553,81878.51173,5.182980712,1942192.052
125.3275393,67064.51903,5.968931135,759895.3943
122.9917876,71751.02963,4.84293562,1449644.703
199.9524314,75210.94947,3.5902336,1984664.406
